headline,publisher,date,stock,clean_text,label
"Bessemer Securities Llc Buys Facebook Inc, Texas Instruments Inc, Bank of America Corporation, ...",GuruFocus,5/21/2019 0:00,A,bessemer securities llc buys facebook inc texas instruments inc bank america corporation     ,negative
Bullish Quintet,TalkMarkets,5/17/2019 0:00,A,bullish quintet,neutral
Stocks To Watch: Agilent Technologies Sees Relative Strength Rating Jump To 84,Investor's Business Daily,5/15/2019 0:00,A,stocks watch agilent technologies sees relative strength rating jump,neutral
ACB and A among premarket losers,Seeking Alpha,5/15/2019 0:00,A,acb among premarket losers,positive
"Agilent Technologies, Inc. 2019 Q2 - Results - Earnings Call Slides",Seeking Alpha,5/15/2019 0:00,A,agilent technologies inc            results earnings call slides,negative
"Agilent Technologies, Inc. (A) CEO Mike McMullen on Q2 2019 Results - Earnings Call Transcript",Seeking Alpha,5/14/2019 0:00,A,agilent technologies inc ceo mike mcmullen        results earnings call transcript,negative
"A, ACB, EGHT and TLRY among notable after hour movers",Seeking Alpha,5/14/2019 0:00,A,acb eght tlry among notable hour movers,negative
Agilent Technologies (A) Q2 Earnings and Revenues Miss Estimates,Zacks,5/14/2019 0:00,A,agilent technologies earnings revenues miss estimates,positive
"Agilent down 8% after hours on FQ2 miss, revenue guidance cut",Seeking Alpha,5/14/2019 0:00,A,agilent     hours miss revenue guidance cut,positive
"Agilent misses by $0.01, misses on revenue",Seeking Alpha,5/14/2019 0:00,A,agilent misses         misses revenue,positive
What To Expect From Agilent's Earnings,TalkMarkets,5/14/2019 0:00,A,expect agilent earnings,negative
Agilent Q2 2019 Earnings Preview,Seeking Alpha,5/13/2019 0:00,A,agilent        earnings preview,negative
Notable earnings after Tuesday's close,Seeking Alpha,5/13/2019 0:00,A,notable earnings tuesday close,negative
Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q1 2019 Update,Seeking Alpha,5/13/2019 0:00,A,tracking william von mueffling cantillon capital management portfolio        update,negative
Stocks Rise Along with the Tariffs. Go Figure!,Zacks,5/11/2019 0:00,A,stocks rise along tariffs figure,negative
Mettler-Toledo (MTD) Earnings & Revenues Top Estimates in Q1,Zacks,5/10/2019 0:00,A,mettler toledo mtd earnings revenues top estimates,neutral
Can New Offerings & Buyouts Aid Cisco's (CSCO) Q3 Earnings?,Zacks,5/10/2019 0:00,A,new offerings buyouts aid cisco csco earnings,neutral
Alibaba (BABA) Gears Up for Q4 Earnings: What's in Store?,Zacks,5/10/2019 0:00,A,alibaba baba gears earnings store,negative
"MACOM (MTSI) Q2 Loss Wider Than Expected, Revenues Fall Y/Y",Zacks,5/9/2019 0:00,A,macom mtsi loss wider expected revenues fall,positive
"Advanced Energy (AEIS) Q1 Earnings Beat, Revenues Down Y/Y",Zacks,5/9/2019 0:00,A,advanced energy aeis earnings beat revenues,neutral
"Catalyst Capital Advisors LLC Buys Aflac Inc, Agilent Technologies Inc, Cree Inc, Sells Amgen ...",GuruFocus,5/8/2019 0:00,A,catalyst capital advisors llc buys aflac inc agilent technologies inc cree inc sells amgen    ,negative
Factors Likely to Decide JD.com's (JD) Fate in Q1 Earnings,Zacks,5/8/2019 0:00,A,factors likely decide com fate earnings,positive
Itron (ITRI) Earnings and Revenues Surpass Estimates in Q1,Zacks,5/8/2019 0:00,A,itron itri earnings revenues surpass estimates,neutral
Agilent Technologies (A) Reports Next Week: Wall Street Expects Earnings Growth,Zacks,5/7/2019 0:00,A,agilent technologies reports next week wall street expects earnings growth,negative
What's in Store for Booking Holdings' (BKNG) Q1 Earnings?,Zacks,5/7/2019 0:00,A,store booking holdings bkng earnings,negative
What's in the Cards for Zillow Group (ZG) in Q1 Earnings?,Zacks,5/7/2019 0:00,A,cards zillow group earnings,negative
Dropbox (DBX) to Report Q1 Earnings: What's in the Offing?,Zacks,5/7/2019 0:00,A,dropbox dbx report earnings offing,negative
Will Lower Revenues Affect CommScope (COMM) Q1 Earnings?,Zacks,5/7/2019 0:00,A,lower revenues affect commscope comm earnings,positive
Turtle Beach (HEAR) to Report Q1 Earnings: What's in Store?,Zacks,5/6/2019 0:00,A,turtle beach hear report earnings store,negative
"Dean Capital Investments Management, LLC Buys The Chemours Co, Delek US Holdings Inc, Alcoa ...",GuruFocus,5/6/2019 0:00,A,dean capital investments management llc buys chemours delek holdings inc alcoa    ,negative
"Meridian Management Co Buys CVS Health Corp, Boeing Co, LiveRamp Holdings Inc, Sells iShares ...",GuruFocus,5/6/2019 0:00,A,meridian management buys cvs health corp boeing liveramp holdings inc sells ishares    ,negative
Synaptics (SYNA) Q3 Earnings: Will the Stock Disappoint?,Zacks,5/6/2019 0:00,A,synaptics syna earnings stock disappoint,positive
What's in the Offing for TripAdvisor's (TRIP) Q1 Earnings?,Zacks,5/6/2019 0:00,A,offing tripadvisor trip earnings,negative
What's in the Offing for Mettler-Toledo's (MTD) Q1 Earnings?,Zacks,5/6/2019 0:00,A,offing mettler toledo mtd earnings,negative
Etsy (ETSY) to Report Q1 Earnings: What's in the Cards?,Zacks,5/6/2019 0:00,A,etsy etsy report earnings cards,negative
Pareteum (TEUM) to Post Q1 Earnings: What's in the Cards?,Zacks,5/6/2019 0:00,A,pareteum teum post earnings cards,negative
Factors to Consider Ahead of eGain's (EGAN) Q3 Earnings,Zacks,5/6/2019 0:00,A,factors consider ahead egain egan earnings,negative
Pegasystems (PEGA) to Report Q1 Earnings: What's in Store?,Zacks,5/6/2019 0:00,A,pegasystems pega report earnings store,negative
Pegasystems (PEGA) to Report Q1 Earnings: What's in Store?,Zacks,5/6/2019 0:00,A,pegasystems pega report earnings store,negative
What's in Store for The Meet Group (MEET) in Q1 Earnings?,Zacks,5/6/2019 0:00,A,store meet group meet earnings,negative
What's in Store for The Meet Group (MEET) in Q1 Earnings?,Zacks,5/6/2019 0:00,A,store meet group meet earnings,negative
"Twin Capital Management Inc Buys Agilent Technologies Inc, Fortinet Inc, Cboe Global Markets ...",GuruFocus,5/3/2019 0:00,A,twin capital management inc buys agilent technologies inc fortinet inc cboe global markets    ,negative
"Findlay Park Partners LLP Buys Agilent Technologies Inc, Fiserv Inc, Analog Devices Inc, Sells ...",GuruFocus,5/3/2019 0:00,A,findlay park partners llp buys agilent technologies inc fiserv inc analog devices inc sells    ,negative
MercadoLibre (MELI) Q1 Earnings & Revenues Beat Estimates,Zacks,5/3/2019 0:00,A,mercadolibre meli earnings revenues beat estimates,neutral
"Expedia Group (EXPE) Q1 Earnings Top, Revenues Lag Estimates",Zacks,5/3/2019 0:00,A,expedia group expe earnings top revenues lag estimates,negative
Avid Technology (AVID) to Post Q1 Earnings: What's in Store?,Zacks,5/2/2019 0:00,A,avid technology avid post earnings store,negative
"Trimble's (TRMB) Q1 Earnings Miss Estimates, Revenues Up Y/Y",Zacks,5/2/2019 0:00,A,trimble trmb earnings miss estimates revenues,positive
Why the Earnings Surprise Streak Could Continue for Agilent (A),Zacks,5/1/2019 0:00,A,earnings surprise streak could continue agilent,neutral
AMETEK (AME) Q1 Earnings and Revenues Surpass Estimates,Zacks,5/1/2019 0:00,A,ametek ame earnings revenues surpass estimates,neutral
Square (SQ) to Report Q1 Earnings: What's in the Offing?,Zacks,4/29/2019 0:00,A,square report earnings offing,negative
What's in Store for AMETEK (AME) This Earnings Season?,Zacks,4/29/2019 0:00,A,store ametek ame earnings season,negative
Waters Q1 miss and lower guidance pressures life sciences kit makers,Seeking Alpha,4/23/2019 0:00,A,waters miss lower guidance pressures life sciences kit makers,positive
IBD Stock Of The Day: This Company Gets A Lift From Its 5G Rollout,Investor's Business Daily,4/18/2019 0:00,A,ibd stock day company gets lift rollout,neutral
Amtek (AME) Hits Fresh High: Is There Still Room to Run?,Zacks,4/15/2019 0:00,A,amtek ame hits fresh high still room run,positive
Calamos Wealth Management Llc Buys Amazon. ...,GuruFocus,4/12/2019 0:00,A,calamos wealth management llc buys amazon     ,negative
Agilent launches new QC system for next-gen sequencing,Seeking Alpha,4/2/2019 0:00,A,agilent launches new system next gen sequencing,negative
"Hedge Funds Have Never Been This Bullish On Xilinx, Inc.",TalkMarkets,3/29/2019 0:00,A,hedge funds never bullish xilinx inc,negative
"33 Firms Going Ex-Dividend Next Week, Including Comcast, JP Morgan And Cisco Systems",TalkMarkets,3/29/2019 0:00,A,    firms going dividend next week including comcast morgan cisco systems,negative
"Investor Expectations to Drive Momentum within Entercom Communications, PPL, Clean Energy ...",GuruFocus,3/25/2019 0:00,A,investor expectations drive momentum within entercom communications ppl clean energy    ,neutral
Why Is Agilent (A) Up 5.3% Since Last Earnings Report?,Zacks,3/22/2019 0:00,A,agilent       since last earnings report,neutral
Agilent declares $0.164 dividend,Seeking Alpha,3/20/2019 0:00,A,agilent declares         dividend,negative
Tencent (TCEHY) to Report Q4 Earnings: What's in the Cards?,Zacks,3/19/2019 0:00,A,tencent tcehy report earnings cards,negative
BMO likes Amgen and Gilead in premarket analyst action,Seeking Alpha,3/15/2019 0:00,A,bmo likes amgen gilead premarket analyst action,negative
6 Stocks Beating the Market,GuruFocus,3/6/2019 0:00,A,stocks beating market,neutral
Booking Holdings (BKNG) Q4 Earnings & Revenues Beat Estimates,Zacks,2/28/2019 0:00,A,booking holdings bkng earnings revenues beat estimates,neutral
Square (SQ) Surpasses Q4 Earnings and Revenue Estimates,Zacks,2/28/2019 0:00,A,square surpasses earnings revenue estimates,neutral
"Oxford Asset Management Buys Federal Street Acquisition Corp, Tesaro Inc, BHP Group PLC, Sells ...",GuruFocus,2/27/2019 0:00,A,oxford asset management buys federal street acquisition corp tesaro inc bhp group plc sells    ,negative
Top Ranked Momentum Stocks to Buy for February 26th,Zacks,2/26/2019 0:00,A,top ranked momentum stocks buy february,neutral
"The Zacks Analyst Blog Highlights: McDonald's, CVS Health, Celgene, Coca-Cola and Agilent",Zacks,2/25/2019 0:00,A,zacks analyst blog highlights mcdonald cvs health celgene coca cola agilent,negative
Top Ranked Momentum Stocks to Buy for February 25th,Zacks,2/25/2019 0:00,A,top ranked momentum stocks buy february,neutral
"Top Research Reports for McDonald's, CVS Health & Celgene",Zacks,2/22/2019 0:00,A,top research reports mcdonald cvs health celgene,negative
Agilent (A) Upgraded to Buy: Here's Why,Zacks,2/22/2019 0:00,A,agilent upgraded buy,neutral
Agilent (A) Surpasses Earnings and Revenue Estimates in Q1,Zacks,2/21/2019 0:00,A,agilent surpasses earnings revenue estimates,neutral
"Agilent Technologies, Inc.'s (A) CEO Mike McMullen on Q1 2019 Results - Earnings Call Transcript",Seeking Alpha,2/20/2019 0:00,A,agilent technologies inc ceo mike mcmullen        results earnings call transcript,negative
Agilent Technologies Inc. 2019 Q1 - Results - Earnings Call Slides,Seeking Alpha,2/20/2019 0:00,A,agilent technologies inc            results earnings call slides,negative
"Agilent FQ1 non-GAAP earnings up 13%; soft guidance pressures shares, down 4% after hours",Seeking Alpha,2/20/2019 0:00,A,agilent non gaap earnings       soft guidance pressures shares     hours,neutral
Thermo Fisher: Stellar Results Year After Year,Seeking Alpha,2/20/2019 0:00,A,thermo fisher stellar results year year,neutral
Fiber Optic Sensor Market - The Mastermind Behind Today's Technology,Seeking Alpha,2/20/2019 0:00,A,fiber optic sensor market mastermind behind today technology,negative
Will New Technologies Benefit Agilent (A) in Q1 Earnings?,Zacks,2/18/2019 0:00,A,new technologies benefit agilent earnings,neutral
"Spotlight On Walmart, Samsung And CAGNY (Stocks To Watch Podcast)",Seeking Alpha,2/17/2019 0:00,A,spotlight walmart samsung cagny stocks watch podcast,negative
"Stocks To Watch: Spotlight On Walmart, Samsung And CAGNY",Seeking Alpha,2/16/2019 0:00,A,stocks watch spotlight walmart samsung cagny,negative
3 Things to Know About Q4 Earnings Season,Zacks,2/15/2019 0:00,A,things know earnings season,negative
Agilent Technologies (A) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,Zacks,2/13/2019 0:00,A,agilent technologies earnings expected grow know ahead next week release,neutral
Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q4 2018 Update,Seeking Alpha,2/7/2019 0:00,A,tracking william von mueffling cantillon capital management portfolio        update,negative
Agilent Technologies: Buy For Total Return And Potential Technology Growth,Seeking Alpha,1/21/2019 0:00,A,agilent technologies buy total return potential technology growth,neutral
Top Five Weekend Stock Stories - Jan. 20,TalkMarkets,1/20/2019 0:00,A,top five weekend stock stories jan    ,negative
Earnings Heat Check (Stocks To Watch Podcast),Seeking Alpha,1/20/2019 0:00,A,earnings heat check stocks watch podcast,negative
Stocks To Watch: Earnings Heat Check,Seeking Alpha,1/19/2019 0:00,A,stocks watch earnings heat check,negative
TE Connectivity (TEL) Q1 Earnings: What's in the Cards?,Zacks,1/18/2019 0:00,A,connectivity tel earnings cards,negative
Will Agilent (A) Beat Estimates Again in Its Next Earnings Report?,Zacks,1/14/2019 0:00,A,agilent beat estimates next earnings report,neutral
Agilent Technologies Meets 80-Plus Relative Strength Rating Benchmark,Investor's Business Daily,1/9/2019 0:00,A,agilent technologies meets     plus relative strength rating benchmark,neutral
Needham sees 27% upside in Thermo Fisher in today's analyst action,Seeking Alpha,1/3/2019 0:00,A,needham sees      upside thermo fisher today analyst action,neutral
21 Upcoming Dividend Increases To Round Out 2018,Seeking Alpha,12/20/2018 0:00,A,    upcoming dividend increases round     ,negative
Healthcare And Biotechnology Dashboard - Update,Seeking Alpha,12/11/2018 0:00,A,healthcare biotechnology dashboard update,neutral
Twist Bio down 14% on expanded Agilent complaint over alleged theft of trade secrets,Seeking Alpha,12/10/2018 0:00,A,twist bio      expanded agilent complaint alleged theft trade secrets,positive
Top 5 Buys of the Signature Select Canadian Fund,GuruFocus,12/7/2018 0:00,A,top buys signature select canadian fund,negative
Stock Upgrades: Agilent Technologies Shows Rising Relative Strength,Investor's Business Daily,11/26/2018 0:00,A,stock upgrades agilent technologies shows rising relative strength,neutral
"Eyes On Cyber Monday, Argentina And Mars (Stocks To Watch Podcast)",Seeking Alpha,11/25/2018 0:00,A,eyes cyber monday argentina mars stocks watch podcast,negative
"Stocks To Watch: Eyes On Cyber Monday, Argentina And Mars",Seeking Alpha,11/24/2018 0:00,A,stocks watch eyes cyber monday argentina mars,negative
Global Stock Markets Red on Tuesday,GuruFocus,11/20/2018 0:00,A,global stock markets red tuesday,negative
Agilent (A) Surpasses Earnings and Revenue Estimates in Q4,Zacks,11/20/2018 0:00,A,agilent surpasses earnings revenue estimates,neutral
"Morning Call For Tuesday, Nov. 20",TalkMarkets,11/20/2018 0:00,A,morning call tuesday nov    ,negative
